x,y,t,z,target
3.5546157782128445,1.0878982147467033,1.570549686707884,0.030308391486560234,0.002739773139968833
1.5109591720935698,0.20312867845231355,0.9875030549849825,3.8269819912247147,6.123208876191244e-05
3.728855628771782,1.4198317236333016,1.9619308171606773,0.706057161988409,0.005030686212638166
3.3454778524546755,3.6015509163912345,2.93451062136124,1.2193838735051539,0.04546157623737517
0.9060473640412658,2.156727222814123,2.212834178368468,2.5411748642164818,0.021972014397786604
2.871290851043588,3.3212016488956957,2.9549710970275394,3.154276965100087,0.03093290623612547
0.8561342564185955,1.9134524314989019,1.6991573486503888,0.9071464856806906,0.018767541426416196
3.316933823555256,1.0276181322306173,2.388858645340572,3.617784479883307,0.0020318705991757276
1.1130718970543951,1.690634315013694,2.3287688674682254,1.2749267193173424,0.016581628049414817
0.33968143445991966,2.6217519091511163,0.29493619895468326,2.6724146852201334,0.005686324946984683
0.8476487672853271,0.23776081140172295,0.03991018878938523,2.376950216874386,5.793753198290012e-06
1.5230001740455863,0.16401803209524063,0.8219777876961478,3.346488247598586,3.693042676030451e-05
3.307599234208677,1.946209274820805,2.963593321301609,0.10807979206321097,0.015209101609257501
0.6845202235181161,1.5496335257207363,0.7219345598926306,3.4050439238542833,0.0036933328149737032
1.9047211694292905,1.724888335715458,3.3076723007550513,2.569078833772593,0.01351747734553414
2.962053558063468,0.7205189857630339,0.6669785757008628,2.8832302374547374,0.0004181911925458993
2.203910259188083,2.0885588591726445,3.1897254637588905,1.3865514688570328,0.022083626823668184
0.9862544289805875,3.5351309233630612,1.3648088986694409,3.3652693868292407,0.03221893098763497
2.7802513795319097,3.6177295765199515,3.83320691435387,2.0494731726308593,0.05472706243999951
2.3387254745634816,3.113360470549182,0.15582226596282875,3.503738949575996,0.001946514731518145
3.5099166011732508,1.8664875407254728,1.3784516533463393,3.2302569094897313,0.004376569156916109
3.3757959038358973,2.0689157488565835,2.0180531780041187,1.0435952400747759,0.011658834602361012
0.43326153601503664,2.2674736551541192,1.215123282961718,0.15362143486186244,0.023941997600541328
0.12353385014680206,1.125057907380422,0.639585998440307,3.8930353000996414,0.001851113447626195
2.9235445228869246,3.9492265172616072,0.7863569460017311,2.768792374499775,0.015280836489747351
2.062659142541055,1.019733027599234,1.279414160854083,1.4175025491783515,0.0026931212691703203
0.47210426746639367,0.4601190011833629,2.0777056920467847,3.9839175360803596,0.0008001395615373242
3.0211025595090972,0.26473638248296494,1.9564684771709409,3.475089639961095,0.00013035173531661173
3.4814788833570747,1.2145530848940431,1.4617147986441956,1.1424680028588985,0.002928499559962993
3.8928816988715518,0.821581140177882,1.3974931458357547,0.07403068076406467,0.0012704445587576974
0.3804786464642896,3.47098014238611,0.05895858141443859,1.6173330178511913,0.00241804531509763
2.9681757202755046,2.544632061070659,0.33148400047685317,1.512157793813657,0.003409521988692617
1.189428406341486,1.1977927166744493,3.8954781240625374,1.485943164501184,0.01075146906203496
1.2034137565020673,2.3102122924250836,0.39806961239418964,0.3525247098895165,0.006609653519017231
1.9442137056502908,1.7935514758038553,1.1355900028676573,0.5790470588159046,0.008620855309978227
3.2625431991768057,3.890916765477845,0.4051984892384658,1.3629860657653075,0.009116867185668764
3.638568258189606,2.284123994448537,2.4155578646887417,1.4064982421293253,0.014284912234539763
0.7438416958921754,0.5626520758226147,1.9062159692542848,2.861175553878653,0.0013044152544658284
0.8056370618968085,0.355408200381008,2.425212484165505,1.121992550150745,0.0008458309725974842
3.791990089160706,3.33045075251567,2.6426581628360544,0.6201128585497387,0.03420667946590318
1.6489311976820433,2.721205474526955,2.4463452861586243,0.5559352722044849,0.041431845668841054
0.7617496371460918,1.0632500830159313,1.3541383354965508,2.261486270346288,0.003915882853438815
3.205565669698718,3.064758414045272,3.9766193679555584,1.1901828254965254,0.040568107446264885
1.4010873142237097,2.7135650192048444,0.19897689718159606,0.7644067037901177,0.00413751563829902
2.4631552005762223,0.247094653366418,3.613839108739354,0.2886908241489129,0.00034832474136022116
0.18815860227220488,2.3220447946263922,0.5773542985180039,1.1794668355636153,0.011893519420689917
0.20642962907421725,0.7755571118031489,2.1080815342590387,3.3720637345058155,0.0028224885633609037
2.663031907903065,0.22064955946751136,1.5986546900327399,2.2119778503654457,0.00011142791095890875
2.335765016935818,3.9896494253653123,3.475634907084492,0.6252956364251228,0.08962717639964471
2.423314457153895,1.5764764680181111,1.4004584431995897,1.6481373783942026,0.006035976941272806
0.31070737083760486,1.4937578524220088,3.7844728208082303,0.9524657569814451,0.023178252881619645
3.8733321401711818,0.04553848433218079,1.074826423728971,0.24648292788449186,3.0499202282875333e-06
0.7756878447872368,1.733213563432831,0.4117835432262478,1.4389675254943752,0.0038307906171328784
3.818187392256015,3.077761982367573,0.24830848053049123,1.4501087467208822,0.002928287369599854
2.765150379981881,1.9979841729417378,0.23549823106158446,2.6037318699097574,0.0012936274609378735
3.2939822076050684,1.7738856789835005,0.4618918942956451,3.1112172003493006,0.0015224261976621285
1.5926408683010296,0.3863411714599248,0.17393009052948946,1.1111539429008856,6.629600695218167e-05
3.158776283819769,1.4755899357092852,3.1663892059397956,3.396703102485665,0.005539683845413978
0.0728501948612921,2.4467530179716683,0.0912873552092857,3.088112017851304,0.001521457595368474
0.9936541421547868,1.4977916899855634,2.5604903978575813,1.9276893632689387,0.012954005188877649
3.2354268376440745,1.7484658678548644,1.5487654296221174,2.079548425554444,0.00588268541336206
